orderdate,productcode,ordernumber,initial_qnty_in_stock,quantityordered,product_sold_so_far,updatedStock,are_we_going_to_fulfill_next_order
2004-04-13,S18_1129,10240,3975,41,418,3557,yes
2004-06-01,S18_1129,10253,3975,26,444,3531,yes
2004-07-06,S18_1129,10266,3975,21,465,3510,yes
2004-08-06,S18_1129,10278,3975,34,499,3476,yes
2004-08-30,S18_1129,10287,3975,41,540,3435,yes
2004-10-16,S18_1129,10310,3975,37,577,3398,yes
2004-11-04,S18_1129,10321,3975,41,618,3357,yes
2004-11-17,S18_1129,10331,3975,46,664,3311,yes
2004-11-24,S18_1129,10342,3975,40,704,3271,yes
2004-12-09,S18_1129,10356,3975,43,747,3228,yes
2005-01-07,S18_1129,10365,3975,30,777,3198,yes
2005-02-09,S18_1129,10377,3975,35,812,3163,yes
2005-03-04,S18_1129,10390,3975,36,848,3127,yes
2005-04-15,S18_1129,10406,3975,61,909,3066,yes
2005-05-17,S18_1129,10419,3975,38,947,3028,yes
2003-01-10,S18_1342,10102,8693,39,39,8654,yes
2003-03-25,S18_1342,10111,8693,33,72,8621,yes
2003-05-21,S18_1342,10125,8693,32,104,8589,yes
2003-07-16,S18_1342,10139,8693,31,135,8558,yes
2003-09-12,S18_1342,10149,8693,50,185,8508,yes
2003-10-18,S18_1342,10162,8693,48,233,8460,yes
2003-11-05,S18_1342,10173,8693,43,276,8417,yes
2003-11-12,S18_1342,10182,8693,25,301,8392,yes
2003-11-21,S18_1342,10193,8693,28,329,8364,yes
2003-12-03,S18_1342,10205,8693,36,365,8328,yes
2004-01-29,S18_1342,10215,8693,27,392,8301,yes
2004-03-02,S18_1342,10227,8693,25,417,8276,yes
2004-04-29,S18_1342,10244,8693,40,457,8236,yes
2004-06-08,S18_1342,10256,8693,34,491,8202,yes
2004-07-12,S18_1342,10268,8693,49,540,8153,yes
2004-08-17,S18_1342,10280,8693,50,590,8103,yes
2004-09-03,S18_1342,10289,8693,38,628,8065,yes
2004-10-11,S18_1342,10304,8693,37,665,8028,yes
2004-10-21,S18_1342,10312,8693,43,708,7985,yes
2004-11-04,S18_1342,10322,8693,43,751,7942,yes
2004-11-17,S18_1342,10332,8693,46,797,7896,yes
2004-11-29,S18_1342,10346,8693,42,839,7854,yes
2004-12-09,S18_1342,10356,8693,50,889,7804,yes
2005-01-20,S18_1342,10369,8693,44,933,7760,yes
2005-02-16,S18_1342,10380,8693,27,960,7733,yes
2005-03-09,S18_1342,10391,8693,35,995,7698,yes
2005-04-29,S18_1342,10410,8693,65,1060,7633,yes
2005-05-30,S18_1342,10422,8693,51,1111,7582,yes
2003-01-10,S18_1367,10102,8635,41,41,8594,yes
2003-03-25,S18_1367,10111,8635,48,89,8546,yes
2003-05-28,S18_1367,10126,8635,42,131,8504,yes
2003-07-16,S18_1367,10139,8635,49,180,8455,yes
2003-09-12,S18_1367,10149,8635,30,210,8425,yes
2003-10-18,S18_1367,10162,8635,45,255,8380,yes
2003-11-05,S18_1367,10173,8635,48,303,8332,yes
2003-11-12,S18_1367,10182,8635,32,335,8300,yes
2003-11-21,S18_1367,10193,8635,46,381,8254,yes
2003-12-03,S18_1367,10205,8635,48,429,8206,yes
2004-01-29,S18_1367,10215,8635,33,462,8173,yes
2004-03-02,S18_1367,10227,8635,31,493,8142,yes
2004-04-29,S18_1367,10244,8635,20,513,8122,yes
2004-06-08,S18_1367,10256,8635,29,542,8093,yes
2004-07-12,S18_1367,10268,8635,26,568,8067,yes
2004-08-17,S18_1367,10280,8635,27,595,8040,yes
2004-09-03,S18_1367,10289,8635,24,619,8016,yes
2004-10-11,S18_1367,10304,8635,37,656,7979,yes
2004-10-21,S18_1367,10312,8635,25,681,7954,yes
2004-11-04,S18_1367,10322,8635,41,722,7913,yes
2004-11-17,S18_1367,10332,8635,27,749,7886,yes
2004-11-29,S18_1367,10347,8635,21,770,7865,yes
2004-12-09,S18_1367,10356,8635,22,792,7843,yes
2005-01-20,S18_1367,10369,8635,32,824,7811,yes
2005-02-17,S18_1367,10381,8635,25,849,7786,yes
2005-03-09,S18_1367,10391,8635,42,891,7744,yes
2005-04-29,S18_1367,10410,8635,44,935,7700,yes
2005-05-30,S18_1367,10422,8635,25,960,7675,yes
2003-03-18,S18_1589,10110,9042,37,37,9005,yes
2003-05-20,S18_1589,10123,9042,26,63,8979,yes
2003-07-10,S18_1589,10137,9042,44,107,8935,yes
2003-09-11,S18_1589,10148,9042,47,154,8888,yes
2003-10-05,S18_1589,10301,9042,32,186,8856,yes
2003-10-17,S18_1589,10161,9042,43,229,8813,yes
2003-11-05,S18_1589,10172,9042,42,271,8771,yes
2003-11-12,S18_1589,10181,9042,42,313,8729,yes
2003-11-20,S18_1589,10192,9042,29,342,8700,yes
2003-12-02,S18_1589,10204,9042,40,382,8660,yes
2004-01-16,S18_1589,10212,9042,38,420,8622,yes
2004-02-26,S18_1589,10226,9042,38,458,8584,yes
2004-04-13,S18_1589,10241,9042,21,479,8563,yes
2004-06-01,S18_1589,10253,9042,24,503,8539,yes
2004-07-06,S18_1589,10266,9042,36,539,8503,yes
2004-08-06,S18_1589,10278,9042,23,562,8480,yes
2004-09-01,S18_1589,10288,9042,20,582,8460,yes
2004-10-16,S18_1589,10311,9042,29,611,8431,yes
2004-11-04,S18_1589,10321,9042,44,655,8387,yes
2004-11-17,S18_1589,10331,9042,44,699,8343,yes
2004-11-24,S18_1589,10343,9042,36,735,8307,yes
2005-01-12,S18_1589,10367,9042,49,784,8258,yes
2005-02-10,S18_1589,10378,9042,34,818,8224,yes
2005-04-22,S18_1589,10407,9042,59,877,8165,yes
2005-05-17,S18_1589,10419,9042,37,914,8128,yes
2003-02-17,S18_1662,10106,5330,36,36,5294,yes
2003-04-28,S18_1662,10119,5330,43,79,5251,yes
2003-06-16,S18_1662,10131,5330,21,100,5230,yes
2003-08-10,S18_1662,10143,5330,32,132,5198,yes
2003-10-06,S18_1662,10155,5330,38,170,5160,yes
2003-10-23,S18_1662,10167,5330,43,213,5117,yes
2003-11-08,S18_1662,10178,5330,42,255,5075,yes
2003-11-14,S18_1662,10186,5330,32,287,5043,yes
2003-11-27,S18_1662,10198,5330,42,329,5001,yes
2004-01-12,S18_1662,10210,5330,31,360,4970,yes
2004-02-19,S18_1662,10222,5330,49,409,4921,yes
2004-03-30,S18_1662,10234,5330,50,459,4871,yes
2004-05-11,S18_1662,10250,5330,45,504,4826,yes
2004-06-24,S18_1662,10262,5330,49,553,4777,yes
2004-07-21,S18_1662,10274,5330,41,594,4736,yes
2004-08-21,S18_1662,10284,5330,45,639,4691,yes
2004-09-15,S18_1662,10296,5330,36,675,4655,yes
2004-10-14,S18_1662,10307,5330,39,714,4616,yes
2004-11-01,S18_1662,10316,5330,27,741,4589,yes
2004-11-10,S18_1662,10327,5330,25,766,4564,yes
2004-11-22,S18_1662,10338,5330,41,807,4523,yes
2004-12-03,S18_1662,10351,5330,39,846,4484,yes
2004-12-16,S18_1662,10360,5330,50,896,4434,yes
2005-01-31,S18_1662,10373,5330,28,924,4406,yes
2005-03-01,S18_1662,10386,5330,25,949,4381,yes
2005-03-30,S18_1662,10398,5330,33,982,4348,yes
2005-04-01,S18_1662,10400,5330,34,1016,4314,yes
2005-05-10,S18_1662,10416,5330,24,1040,4290,yes
2003-01-06,S18_1749,10100,2724,30,30,2694,yes
2003-03-18,S18_1749,10110,2724,42,72,2652,yes
2003-05-21,S18_1749,10124,2724,21,93,2631,yes
2003-07-07,S18_1749,10138,2724,33,126,2598,yes
2003-09-12,S18_1749,10149,2724,34,160,2564,yes
2003-10-06,S18_1749,10302,2724,43,203,2521,yes
2003-10-18,S18_1749,10162,2724,29,232,2492,yes
2003-11-05,S18_1749,10173,2724,24,256,2468,yes
2003-11-12,S18_1749,10182,2724,44,300,2424,yes
2003-11-21,S18_1749,10193,2724,21,321,2403,yes
2003-12-02,S18_1749,10204,2724,33,354,2370,yes
2004-01-26,S18_1749,10214,2724,30,384,2340,yes
2004-03-02,S18_1749,10227,2724,26,410,2314,yes
2004-04-13,S18_1749,10241,2724,41,451,2273,yes
2004-06-03,S18_1749,10254,2724,49,500,2224,yes
2004-07-12,S18_1749,10268,2724,34,534,2190,yes
2004-08-17,S18_1749,10280,2724,26,560,2164,yes
2004-09-01,S18_1749,10288,2724,32,592,2132,yes
2004-10-21,S18_1749,10312,2724,48,640,2084,yes
2004-11-17,S18_1749,10331,2724,44,684,2040,yes
2004-11-25,S18_1749,10344,2724,45,729,1995,yes
2005-01-12,S18_1749,10367,2724,37,766,1958,yes
2005-02-10,S18_1749,10379,2724,39,805,1919,yes
2005-04-22,S18_1749,10407,2724,76,881,1843,yes
2005-05-29,S18_1749,10420,2724,37,918,1806,yes
2003-03-03,S18_1889,10108,8826,38,38,8788,yes
2003-05-08,S18_1889,10122,8826,43,81,8745,yes
2003-07-02,S18_1889,10135,8826,48,129,8697,yes
2003-09-05,S18_1889,10147,8826,26,155,8671,yes
2003-10-04,S18_1889,10300,8826,41,196,8630,yes
2003-10-11,S18_1889,10160,8826,38,234,8592,yes
2003-11-04,S18_1889,10170,8826,20,254,8572,yes
2003-11-12,S18_1889,10181,8826,22,276,8550,yes
2003-11-20,S18_1889,10192,8826,45,321,8505,yes
2003-12-02,S18_1889,10203,8826,45,366,8460,yes
2004-01-16,S18_1889,10212,8826,20,386,8440,yes
2004-02-22,S18_1889,10225,8826,47,433,8393,yes
2004-04-12,S18_1889,10239,8826,46,479,8347,yes
2004-06-01,S18_1889,10253,8826,23,502,8324,yes
2004-07-06,S18_1889,10266,8826,33,535,8291,yes
2004-08-06,S18_1889,10278,8826,29,564,8262,yes
2004-08-30,S18_1889,10287,8826,44,608,8218,yes
2004-10-16,S18_1889,10310,8826,20,628,8198,yes
2004-11-04,S18_1889,10321,8826,37,665,8161,yes
2004-11-15,S18_1889,10329,8826,29,694,8132,yes
2004-11-24,S18_1889,10342,8826,55,749,8077,yes
2004-12-04,S18_1889,10354,8826,21,770,8056,yes
2005-01-06,S18_1889,10363,8826,22,792,8034,yes
2005-02-09,S18_1889,10377,8826,31,823,8003,yes
2005-03-03,S18_1889,10389,8826,49,872,7954,yes
2005-04-14,S18_1889,10405,8826,61,933,7893,yes
2005-05-17,S18_1889,10419,8826,39,972,7854,yes
2003-03-10,S18_1984,10109,9772,38,38,9734,yes
2003-05-08,S18_1984,10122,9772,31,69,9703,yes
2003-07-04,S18_1984,10136,9772,36,105,9667,yes
2003-09-11,S18_1984,10148,9772,25,130,9642,yes
2003-10-05,S18_1984,10301,9772,47,177,9595,yes
2003-10-17,S18_1984,10161,9772,48,225,9547,yes
2003-11-05,S18_1984,10171,9772,35,260,9512,yes
2003-11-12,S18_1984,10181,9772,21,281,9491,yes
2003-11-20,S18_1984,10192,9772,47,328,9444,yes
2003-12-02,S18_1984,10204,9772,38,366,9406,yes
2004-01-16,S18_1984,10212,9772,41,407,9365,yes
2004-02-26,S18_1984,10226,9772,24,431,9341,yes
2004-04-13,S18_1984,10240,9772,37,468,9304,yes
2004-06-01,S18_1984,10253,9772,33,501,9271,yes
2004-07-06,S18_1984,10266,9772,49,550,9222,yes
2004-08-06,S18_1984,10278,9772,29,579,9193,yes
2004-08-30,S18_1984,10287,9772,24,603,9169,yes
2004-10-16,S18_1984,10310,9772,24,627,9145,yes
2004-11-04,S18_1984,10321,9772,25,652,9120,yes
2004-11-17,S18_1984,10331,9772,30,682,9090,yes
2004-11-24,S18_1984,10342,9772,22,704,9068,yes
2004-12-09,S18_1984,10356,9772,27,731,9041,yes
2005-01-10,S18_1984,10366,9772,34,765,9007,yes
2005-02-09,S18_1984,10377,9772,36,801,8971,yes
2005-03-04,S18_1984,10390,9772,34,835,8937,yes
2005-04-15,S18_1984,10406,9772,48,883,8889,yes
2005-05-17,S18_1984,10419,9772,34,917,8855,yes
2003-01-31,S18_2238,10104,4724,24,24,4700,yes
2003-04-04,S18_2238,10115,4724,46,70,4654,yes
2003-06-03,S18_2238,10127,4724,45,115,4609,yes
2003-08-01,S18_2238,10141,4724,39,154,4570,yes
2003-09-21,S18_2238,10151,4724,43,197,4527,yes
2003-10-22,S18_2238,10165,4724,29,226,4498,yes
2003-11-06,S18_2238,10176,4724,20,246,4478,yes
2003-11-14,S18_2238,10184,4724,46,292,4432,yes
2003-11-25,S18_2238,10195,4724,27,319,4405,yes
2003-12-09,S18_2238,10207,4724,44,363,4361,yes
2004-02-10,S18_2238,10219,4724,43,406,4318,yes
2004-03-15,S18_2238,10230,4724,49,455,4269,yes
2004-05-05,S18_2238,10246,4724,40,495,4229,yes
2004-06-15,S18_2238,10259,4724,30,525,4199,yes
2004-07-20,S18_2238,10271,4724,50,575,4149,yes
2004-08-20,S18_2238,10282,4724,23,598,4126,yes
2004-09-08,S18_2238,10292,4724,26,624,4100,yes
2004-10-13,S18_2238,10305,4724,27,651,4073,yes
2004-10-22,S18_2238,10314,4724,42,693,4031,yes
2004-11-05,S18_2238,10324,4724,47,740,3984,yes
2004-11-20,S18_2238,10336,4724,49,789,3935,yes
2004-12-01,S18_2238,10349,4724,38,827,3897,yes
2004-12-10,S18_2238,10358,4724,20,847,3877,yes
2005-01-23,S18_2238,10371,4724,25,872,3852,yes
2005-02-17,S18_2238,10382,4724,25,897,3827,yes
2005-03-11,S18_2238,10393,4724,20,917,3807,yes
2005-05-03,S18_2238,10412,4724,41,958,3766,yes
2005-05-31,S18_2238,10425,4724,28,986,3738,yes
2003-01-06,S18_2248,10100,540,50,50,490,yes
2003-03-18,S18_2248,10110,540,32,82,458,yes
2003-05-21,S18_2248,10124,540,42,124,416,yes
2003-07-07,S18_2248,10138,540,22,146,394,yes
2003-09-12,S18_2248,10149,540,24,170,370,yes
2003-10-18,S18_2248,10162,540,27,197,343,yes
2003-11-05,S18_2248,10173,540,26,223,317,yes
2003-11-12,S18_2248,10182,540,38,261,279,yes
2003-11-21,S18_2248,10193,540,42,303,237,yes
2003-12-02,S18_2248,10204,540,23,326,214,yes
2004-01-26,S18_2248,10214,540,21,347,193,yes
2004-03-02,S18_2248,10227,540,28,375,165,yes
2004-04-13,S18_2248,10241,540,33,408,132,yes
2004-06-03,S18_2248,10254,540,36,444,96,yes
2004-07-12,S18_2248,10268,540,31,475,65,yes
2004-08-17,S18_2248,10280,540,25,500,40,yes
2004-09-01,S18_2248,10288,540,28,528,12,no
2004-10-06,S18_2248,10303,540,46,574,-34,no
2004-10-21,S18_2248,10312,540,30,604,-64,no
2004-11-17,S18_2248,10332,540,38,642,-102,no
2004-11-25,S18_2248,10344,540,40,682,-142,no
2005-01-12,S18_2248,10367,540,45,727,-187,no
2005-02-10,S18_2248,10379,540,27,754,-214,no
2005-04-22,S18_2248,10407,540,42,796,-256,no
2005-05-29,S18_2248,10420,540,36,832,-292,no
2003-01-31,S18_2319,10104,8258,29,29,8229,yes
2003-04-01,S18_2319,10114,8258,39,68,8190,yes
2003-06-03,S18_2319,10127,8258,45,113,8145,yes
2003-08-01,S18_2319,10141,8258,47,160,8098,yes
2003-09-21,S18_2319,10151,8258,49,209,8049,yes
2003-10-22,S18_2319,10165,8258,46,255,8003,yes
2003-11-06,S18_2319,10175,8258,48,303,7955,yes
2003-11-14,S18_2319,10184,8258,46,349,7909,yes
2003-11-25,S18_2319,10195,8258,35,384,7874,yes
2003-12-09,S18_2319,10207,8258,43,427,7831,yes
2004-02-09,S18_2319,10218,8258,22,449,7809,yes
2004-03-11,S18_2319,10229,8258,26,475,7783,yes
2004-05-05,S18_2319,10246,8258,22,497,7761,yes
2004-06-15,S18_2319,10259,8258,34,531,7727,yes
2004-07-20,S18_2319,10271,8258,50,581,7677,yes
2004-08-19,S18_2319,10281,8258,48,629,7629,yes
2004-09-08,S18_2319,10292,8258,41,670,7588,yes
2004-10-13,S18_2319,10305,8258,36,706,7552,yes
2004-10-22,S18_2319,10313,8258,29,735,7523,yes
2004-11-05,S18_2319,10324,8258,33,768,7490,yes
2004-11-19,S18_2319,10334,8258,46,814,7444,yes
2004-12-01,S18_2319,10349,8258,38,852,7406,yes
2004-12-10,S18_2319,10358,8258,20,872,7386,yes
2005-01-20,S18_2319,10370,8258,22,894,7364,yes
2005-02-22,S18_2319,10383,8258,27,921,7337,yes
2005-03-11,S18_2319,10393,8258,38,959,7299,yes
2005-05-03,S18_2319,10412,8258,56,1015,7243,yes
2005-05-31,S18_2319,10425,8258,38,1053,7205,yes
2003-01-09,S18_2325,10101,9354,25,25,9329,yes
2003-03-18,S18_2325,10110,9354,33,58,9296,yes
2003-05-21,S18_2325,10124,9354,42,100,9254,yes
2003-07-07,S18_2325,10138,9354,38,138,9216,yes
2003-09-12,S18_2325,10149,9354,33,171,9183,yes
2003-10-18,S18_2325,10162,9354,38,209,9145,yes
2003-11-05,S18_2325,10173,9354,31,240,9114,yes
2003-11-12,S18_2325,10182,9354,20,260,9094,yes
2003-11-21,S18_2325,10193,9354,44,304,9050,yes
2003-12-02,S18_2325,10204,9354,26,330,9024,yes
2004-01-26,S18_2325,10214,9354,27,357,8997,yes
2004-03-02,S18_2325,10227,9354,46,403,8951,yes
2004-04-26,S18_2325,10243,9354,47,450,8904,yes
2004-06-03,S18_2325,10254,9354,41,491,8863,yes
2004-07-12,S18_2325,10268,9354,50,541,8813,yes
2004-08-17,S18_2325,10280,9354,37,578,8776,yes
2004-09-01,S18_2325,10288,9354,31,609,8745,yes
2004-10-11,S18_2325,10304,9354,24,633,8721,yes
2004-10-21,S18_2325,10312,9354,31,664,8690,yes
2004-11-04,S18_2325,10322,9354,50,714,8640,yes
2004-11-17,S18_2325,10332,9354,35,749,8605,yes
2004-11-25,S18_2325,10344,9354,30,779,8575,yes
2004-12-09,S18_2325,10356,9354,29,808,8546,yes
2005-01-12,S18_2325,10367,9354,27,835,8519,yes
2005-02-16,S18_2325,10380,9354,40,875,8479,yes
2005-03-04,S18_2325,10390,9354,31,906,8448,yes
2005-04-23,S18_2325,10409,9354,6,912,8442,yes
2005-05-29,S18_2325,10420,9354,45,957,8397,yes
2003-01-29,S18_2432,10103,2018,22,22,1996,yes
2003-04-01,S18_2432,10114,2018,45,67,1951,yes
2003-05-28,S18_2432,10126,2018,43,110,1908,yes
2003-07-24,S18_2432,10140,2018,46,156,1862,yes
2003-09-21,S18_2432,10151,2018,39,195,1823,yes
2003-10-22,S18_2432,10165,2018,31,226,1792,yes
2003-11-06,S18_2432,10175,2018,41,267,1751,yes
2003-11-14,S18_2432,10184,2018,44,311,1707,yes
2003-11-25,S18_2432,10194,2018,45,356,1662,yes
2003-12-09,S18_2432,10207,2018,37,393,1625,yes
2004-02-04,S18_2432,10217,2018,35,428,1590,yes
2004-03-11,S18_2432,10229,2018,28,456,1562,yes
2004-05-05,S18_2432,10246,2018,30,486,1532,yes
2004-06-15,S18_2432,10259,2018,30,516,1502,yes
2004-07-20,S18_2432,10271,2018,25,541,1477,yes
2004-08-19,S18_2432,10281,2018,29,570,1448,yes
2004-09-08,S18_2432,10291,2018,26,596,1422,yes
2004-10-13,S18_2432,10305,2018,41,637,1381,yes
2004-10-22,S18_2432,10313,2018,34,671,1347,yes
2004-11-04,S18_2432,10322,2018,35,706,1312,yes
2004-11-19,S18_2432,10334,2018,34,740,1278,yes
2004-11-29,S18_2432,10347,2018,50,790,1228,yes
2004-12-10,S18_2432,10357,2018,41,831,1187,yes
2005-01-20,S18_2432,10370,2018,22,853,1165,yes
2005-02-17,S18_2432,10381,2018,35,888,1130,yes
2005-03-09,S18_2432,10391,2018,44,932,1086,yes
2005-05-03,S18_2432,10412,2018,47,979,1039,yes
2005-05-31,S18_2432,10425,2018,19,998,1020,yes
2003-02-17,S18_2581,10106,992,34,34,958,yes
2003-04-29,S18_2581,10120,992,29,63,929,yes
2003-06-27,S18_2581,10133,992,49,112,880,yes
2003-08-25,S18_2581,10145,992,30,142,850,yes
2003-10-09,S18_2581,10157,992,33,175,817,yes
2003-10-28,S18_2581,10168,992,21,196,796,yes
2003-11-11,S18_2581,10179,992,24,220,772,yes
2003-11-15,S18_2581,10187,992,45,265,727,yes
2003-12-01,S18_2581,10200,992,28,293,699,yes
2004-01-12,S18_2581,10210,992,50,343,649,yes
2004-02-20,S18_2581,10223,992,47,390,602,yes
2004-04-02,S18_2581,10235,992,24,414,578,yes
2004-05-11,S18_2581,10250,992,27,441,551,yes
2004-06-28,S18_2581,10263,992,33,474,518,yes
2004-07-23,S18_2581,10275,992,35,509,483,yes
2004-08-21,S18_2581,10284,992,31,540,452,yes
2004-09-16,S18_2581,10297,992,25,565,427,yes
2004-10-15,S18_2581,10308,992,27,592,400,yes
2004-11-02,S18_2581,10318,992,31,623,369,yes
2004-11-10,S18_2581,10327,992,45,668,324,yes
2004-11-23,S18_2581,10339,992,27,695,297,yes
2004-12-04,S18_2581,10353,992,27,722,270,yes
2004-12-16,S18_2581,10360,992,41,763,229,yes
2005-02-02,S18_2581,10374,992,42,805,187,yes
2005-03-01,S18_2581,10386,992,21,826,166,yes
2005-03-30,S18_2581,10398,992,34,860,132,yes
2005-04-03,S18_2581,10401,992,42,902,90,yes
2005-05-10,S18_2581,10416,992,15,917,75,yes
2003-02-24,S18_2625,10107,4357,29,29,4328,yes
2003-04-29,S18_2625,10120,4357,46,75,4282,yes
2003-07-01,S18_2625,10134,4357,30,105,4252,yes
2003-08-25,S18_2625,10145,4357,30,135,4222,yes
2003-10-10,S18_2625,10159,4357,42,177,4180,yes
2003-10-28,S18_2625,10168,4357,46,223,4134,yes
2003-11-11,S18_2625,10180,4357,25,248,4109,yes
2003-11-18,S18_2625,10188,4357,32,280,4077,yes
2003-12-01,S18_2625,10201,4357,30,310,4047,yes
2004-01-12,S18_2625,10210,4357,40,350,4007,yes
2004-02-20,S18_2625,10223,4357,28,378,3979,yes
2004-04-03,S18_2625,10236,4357,23,401,3956,yes
2004-05-18,S18_2625,10251,4357,44,445,3912,yes
2004-06-28,S18_2625,10263,4357,34,479,3878,yes
2004-07-23,S18_2625,10275,4357,37,516,3841,yes
2004-08-27,S18_2625,10285,4357,20,536,3821,yes
2004-09-27,S18_2625,10298,4357,32,568,3789,yes
2004-10-15,S18_2625,10308,4357,34,602,3755,yes
2004-11-02,S18_2625,10318,4357,42,644,3713,yes
2004-11-15,S18_2625,10329,4357,38,682,3675,yes
2004-11-23,S18_2625,10339,4357,30,712,3645,yes
2004-12-04,S18_2625,10354,4357,28,740,3617,yes
2005-01-05,S18_2625,10362,4357,23,763,3594,yes
2005-02-02,S18_2625,10374,4357,22,785,3572,yes
2005-03-03,S18_2625,10389,4357,39,824,3533,yes
2005-04-01,S18_2625,10399,4357,30,854,3503,yes
2005-04-07,S18_2625,10402,4357,55,909,3448,yes
2005-05-13,S18_2625,10417,4357,36,945,3412,yes
2003-01-09,S18_2795,10101,548,26,26,522,yes
2003-03-18,S18_2795,10110,548,31,57,491,yes
2003-05-21,S18_2795,10125,548,34,91,457,yes
2003-07-16,S18_2795,10139,548,41,132,416,yes
2003-09-12,S18_2795,10149,548,23,155,393,yes
2003-10-18,S18_2795,10162,548,48,203,345,yes
2003-11-05,S18_2795,10173,548,22,225,323,yes
2003-11-12,S18_2795,10182,548,21,246,302,yes
2003-11-21,S18_2795,10193,548,22,268,280,yes
2003-12-03,S18_2795,10205,548,40,308,240,yes
2004-01-26,S18_2795,10214,548,50,358,190,yes
2004-03-02,S18_2795,10227,548,29,387,161,yes
2004-04-29,S18_2795,10244,548,43,430,118,yes
2004-06-04,S18_2795,10255,548,24,454,94,yes
2004-07-12,S18_2795,10268,548,35,489,59,yes
2004-08-17,S18_2795,10280,548,22,511,37,no
2004-09-03,S18_2795,10289,548,43,554,-6,no
2004-10-11,S18_2795,10304,548,20,574,-26,no
2004-10-21,S18_2795,10312,548,25,599,-51,no
2004-11-04,S18_2795,10322,548,36,635,-87,no
2004-11-17,S18_2795,10332,548,24,659,-111,no
2004-11-29,S18_2795,10347,548,21,680,-132,no
2004-12-09,S18_2795,10356,548,30,710,-162,no
2005-01-12,S18_2795,10367,548,32,742,-194,no
2005-02-16,S18_2795,10380,548,21,763,-215,no
2005-03-04,S18_2795,10390,548,26,789,-241,no
2005-04-29,S18_2795,10410,548,56,845,-297,no
2005-05-29,S18_2795,10421,548,35,880,-332,no
2003-03-10,S18_2870,10109,8164,26,26,8138,yes
2003-05-20,S18_2870,10123,8164,46,72,8092,yes
2003-07-10,S18_2870,10137,8164,37,109,8055,yes
2003-09-11,S18_2870,10148,8164,27,136,8028,yes
2003-10-05,S18_2870,10301,8164,22,158,8006,yes
2003-10-17,S18_2870,10161,8164,23,181,7983,yes
2003-11-05,S18_2870,10172,8164,39,220,7944,yes
2003-11-12,S18_2870,10181,8164,27,247,7917,yes
2003-11-20,S18_2870,10192,8164,38,285,7879,yes
2003-12-02,S18_2870,10204,8164,27,312,7852,yes
2004-01-16,S18_2870,10212,8164,40,352,7812,yes
2004-02-26,S18_2870,10226,8164,24,376,7788,yes
2004-04-13,S18_2870,10241,8164,44,420,7744,yes
2004-06-01,S18_2870,10253,8164,37,457,7707,yes
2004-07-06,S18_2870,10266,8164,20,477,7687,yes
2004-08-06,S18_2870,10278,8164,39,516,7648,yes
2004-08-30,S18_2870,10287,8164,44,560,7604,yes
2004-10-16,S18_2870,10311,8164,43,603,7561,yes
2004-11-04,S18_2870,10321,8164,27,630,7534,yes
2004-11-17,S18_2870,10331,8164,26,656,7508,yes
2004-11-24,S18_2870,10343,8164,25,681,7483,yes
2005-01-10,S18_2870,10366,8164,49,730,7434,yes
2005-02-10,S18_2870,10379,8164,29,759,7405,yes
2005-04-22,S18_2870,10407,8164,41,800,7364,yes
2005-05-17,S18_2870,10419,8164,55,855,7309,yes
2003-01-29,S18_2949,10103,4189,27,27,4162,yes
2003-03-24,S18_2949,10112,4189,23,50,4139,yes
2003-05-28,S18_2949,10126,4189,31,81,4108,yes
2003-07-16,S18_2949,10139,4189,46,127,4062,yes
2003-09-19,S18_2949,10150,4189,47,174,4015,yes
2003-10-20,S18_2949,10163,4189,31,205,3984,yes
2003-11-06,S18_2949,10174,4189,46,251,3938,yes
2003-11-13,S18_2949,10183,4189,37,288,3901,yes
2003-11-21,S18_2949,10193,4189,28,316,3873,yes
2003-12-05,S18_2949,10206,4189,37,353,3836,yes
2004-01-29,S18_2949,10215,4189,49,402,3787,yes
2004-03-10,S18_2949,10228,4189,24,426,3763,yes
2004-04-29,S18_2949,10244,4189,30,456,3733,yes
2004-06-14,S18_2949,10257,4189,50,506,3683,yes
2004-07-19,S18_2949,10270,4189,31,537,3652,yes
2004-08-17,S18_2949,10280,4189,46,583,3606,yes
2004-09-08,S18_2949,10291,4189,47,630,3559,yes
2004-10-11,S18_2949,10304,4189,46,676,3513,yes
2004-10-21,S18_2949,10312,4189,37,713,3476,yes
2004-11-04,S18_2949,10322,4189,33,746,3443,yes
2004-11-18,S18_2949,10333,4189,31,777,3412,yes
2004-11-29,S18_2949,10347,4189,48,825,3364,yes
2004-12-10,S18_2949,10357,4189,41,866,3323,yes
2005-01-20,S18_2949,10369,4189,42,908,3281,yes
2005-02-17,S18_2949,10381,4189,41,949,3240,yes
2005-03-09,S18_2949,10391,4189,32,981,3208,yes
2005-04-29,S18_2949,10410,4189,47,1028,3161,yes
2005-05-30,S18_2949,10423,4189,10,1038,3151,yes
2003-01-29,S18_2957,10103,5649,35,35,5614,yes
2003-03-25,S18_2957,10111,5649,28,63,5586,yes
2003-05-28,S18_2957,10126,5649,46,109,5540,yes
2003-07-16,S18_2957,10139,5649,20,129,5520,yes
2003-09-19,S18_2957,10150,5649,30,159,5490,yes
2003-10-20,S18_2957,10163,5649,48,207,5442,yes
2003-11-05,S18_2957,10173,5649,28,235,5414,yes
2003-11-13,S18_2957,10183,5649,39,274,5375,yes
